# wavenlength / nm,    wavenumber / cm-1,  norm. absorbance
7.389556274000000258e+02,1.353261228307414221e+01,4.340392090689312713e-04
7.379607544000000416e+02,1.355085611311473137e+01,3.275201741625704144e-04
7.369655761999999868e+02,1.356915481936454704e+01,9.935782721889110112e-05
7.359700317000000496e+02,1.358750977522988634e+01,3.535506213767086064e-04
7.349741211000000476e+02,1.360592123302720680e+01,-5.430018649461627758e-05
7.339778442000000496e+02,1.362438945401616408e+01,5.074400024194778737e-04
7.329812621999999465e+02,1.364291355823420560e+01,3.560448904998724851e-04
7.319843750000000000e+02,1.366149379896257976e+01,-2.473005344541378409e-04
7.309870604999999841e+02,1.368013271419597210e+01,-3.953935637518819421e-04
7.299894408999999769e+02,1.369882828396949748e+01,1.191483328388050520e-04
7.289914551000000529e+02,1.371758191408188843e+01,-4.147417735488006358e-04
7.279931640999999445e+02,1.373639272061400973e+01,2.719711718168514657e-04
7.269945067999999537e+02,1.375526211885264338e+01,-8.789901460330320603e-05
7.259954834000000119e+02,1.377419037535571533e+01,6.665393963214073152e-05
7.249961547999999993e+02,1.379317660347955332e+01,2.261485371376641715e-04
7.239964599999999564e+02,1.381222223103135072e+01,4.261813107856534289e-04
7.229964599999999564e+02,1.383132636638359259e+01,-1.515063003850072420e-04
7.219960938000000397e+02,1.385049044707172250e+01,-1.709313527805026800e-04
7.209953613000000132e+02,1.386971475373901264e+01,1.824259986429707561e-04
7.199943236999999954e+02,1.388899838627991734e+01,3.352315030037809505e-04
7.189929198999999471e+02,1.390834279896780501e+01,-1.759662026078385219e-04
7.179912109000000555e+02,1.392774709242614151e+01,1.519452330733461417e-04
7.169891357000000198e+02,1.394721272901429820e+01,2.953872999465330341e-04
7.159866942999999537e+02,1.396673999616252537e+01,2.024525943155191263e-04
7.149839478000000099e+02,1.398632798787989806e+01,2.528271625775106550e-04
7.139808960000000297e+02,1.400597698905377975e+01,-7.693838374103122114e-05
7.129774780000000192e+02,1.402568848044313654e+01,-5.707646887687727283e-05
7.119736937999999782e+02,1.404546275667467725e+01,-1.282476700792779233e-05
7.109696044999999458e+02,1.406529890547522044e+01,-7.957133091331365182e-05
7.099652099999999564e+02,1.408519721691715176e+01,-4.661487324737700563e-04
7.089604491999999709e+02,1.410515919651671446e+01,-8.034402290732358223e-05
7.079553223000000344e+02,1.412518514235061318e+01,-2.547825361826002785e-06
7.069498900999999478e+02,1.414527414182845888e+01,-2.138375357589551709e-05
7.059441527999999835e+02,1.416542648641086721e+01,-2.635437480985303692e-04
7.049380492999999888e+02,1.418564370291822208e+01,2.212200241497898606e-04
7.039316406000000370e+02,1.420592487002920379e+01,-1.667261143204946288e-04
7.030686646000000337e+02,1.422336181870563721e+01,1.030809250722295345e-04
7.020616455000000542e+02,1.424376344171047393e+01,-9.548233708337419852e-05
7.010542603000000099e+02,1.426423112487859512e+01,-9.201977798814946284e-05
7.000465698000000430e+02,1.428476394485720036e+01,0.000000000000000000e+00
6.990385132000000112e+02,1.430536345447239555e+01,-8.445016696306634435e-06
6.980301514000000225e+02,1.432602872518265791e+01,-1.632645903351102640e-04
6.970214233000000377e+02,1.434676132715646979e+01,-2.472719453092970653e-04
6.960123900999999478e+02,1.436756032254432291e+01,-2.178140610602356559e-04
6.950030517999999802e+02,1.438842602791575231e+01,-3.225305363551187019e-04
6.939934081999999762e+02,1.440935876601025178e+01,-4.433992789769823585e-05
6.929833373999999822e+02,1.443036139587272082e+01,-1.658965023975523373e-04
6.919730224999999564e+02,1.445143043853273923e+01,9.239855651546755781e-05
6.909623413000000482e+02,1.447256876718586405e+01,-2.339734463647612922e-04
6.899513550000000350e+02,1.449377543435652704e+01,-1.528223211453190726e-04
6.889400634999999511e+02,1.451505077117641207e+01,-9.548233708337419852e-05
6.879284057999999504e+02,1.453639639777759029e+01,-3.537480306580767465e-04
6.870610351999999921e+02,1.455474766821706112e+01,-2.959410425956794026e-04
6.860487670999999636e+02,1.457622326510555233e+01,-2.002519813536026328e-04
6.850361937999999782e+02,1.459776883397719338e+01,-1.740495447777469344e-04
6.840233154000000013e+02,1.461938471227730929e+01,4.133912130121981444e-04
6.830100707999999941e+02,1.464107255151763987e+01,-1.826886076207653311e-04
6.819965819999999894e+02,1.466283008438889901e+01,-5.302278094305829751e-04
6.809827271000000337e+02,1.468466027410932107e+01,1.870385397682396199e-04
6.799685058999999683e+02,1.470656348526626722e+01,-1.842047546174207563e-04
6.789540405000000192e+02,1.472853743183519626e+01,-2.472147664640008237e-04
6.779392090000000053e+02,1.475058510740304385e+01,-7.019259030180314976e-04
6.770690918000000238e+02,1.476954142658443558e+01,-3.791306874654377500e-04
6.760536498999999822e+02,1.479172548137144538e+01,-7.006984966610138891e-04
6.750379639000000225e+02,1.481398163478905872e+01,-1.002898950139119975e-04
6.740219115999999531e+02,1.483631292677399749e+01,1.794751394021984827e-04
6.730054932000000463e+02,1.485871972968912402e+01,-3.179848117645132444e-04
6.719888306000000284e+02,1.488119972332171059e+01,9.504509124070030008e-06
6.709718017999999802e+02,1.490375597480138481e+01,-5.064321910313900532e-04
6.699544677999999749e+02,1.492638750934530378e+01,-5.667020132145675522e-04
6.689368286000000126e+02,1.494909470140660801e+01,-6.001723826919000328e-04
6.680643311000000040e+02,1.496861834179130568e+01,-7.762438881405889874e-04
6.670460815000000139e+02,1.499146802198852235e+01,4.088344944771938602e-05
6.660275878999999577e+02,1.501439306970785736e+01,-2.679388933771174907e-05
6.650087280000000192e+02,1.503739662195832061e+01,9.689486419554360142e-05
6.639895629999999755e+02,1.506047769006875292e+01,3.590150912375053750e-05
6.629700317000000496e+02,1.508363805579237749e+01,1.287148713228822414e-04
6.619502562999999782e+02,1.510687533515802095e+01,-1.984499395748522848e-04
6.609301758000000291e+02,1.513019130635977838e+01,-4.183712125746682185e-04
6.600555419999999458e+02,1.515024018993844201e+01,-1.474271886422364479e-05
6.590348510999999689e+02,1.517370436982039017e+01,-1.364286576470905010e-04
6.580138550000000350e+02,1.519724839228499214e+01,1.825978591021208230e-04
6.569925537000000304e+02,1.522087266238067826e+01,5.809210665101555274e-05
6.559708861999999954e+02,1.524457900552477341e+01,1.689039593108383188e-04
6.549489746000000423e+02,1.526836499913194878e+01,-3.549771188602295741e-04
6.540728149000000258e+02,1.528881765484914901e+01,-5.599617557516771557e-04
6.530502930000000106e+02,1.531275631783538671e+01,-1.001468181646825823e-04
6.520274657999999590e+02,1.533677724408522991e+01,1.483073209261334343e-04
6.510043944999999894e+02,1.536087941108360688e+01,-1.551969281261214725e-04
6.499809569999999894e+02,1.538506611971402727e+01,1.281706369049218021e-04
6.489572143999999980e+02,1.540933636009517471e+01,-1.635506140197725178e-04
6.479331664999999703e+02,1.543369056721994603e+01,-1.139105098063537472e-04
6.470551758000000291e+02,1.545463257849115202e+01,6.104147851173258484e-05
6.460305786000000126e+02,1.547914345118276103e+01,5.897980307091243507e-05
6.450056763000000046e+02,1.550373952887335172e+01,-4.521479162252384936e-04
6.439804688000000397e+02,1.552842125574725074e+01,-4.471197904447568486e-05
6.429549561000000040e+02,1.555318907666166517e+01,2.297590235968293045e-04
6.419290770999999722e+02,1.557804492230875582e+01,-4.159210575771092903e-05
6.410495604999999841e+02,1.559941791739205286e+01,-1.918136914822224891e-04
6.400231933999999683e+02,1.562443377540261658e+01,-2.427819766352163212e-04
6.389965210000000297e+02,1.564953747220792657e+01,-1.423796641365968865e-04
6.379695434999999861e+02,1.567472946300609671e+01,-2.605982572051966629e-04
6.369422607000000198e+02,1.570001021601234648e+01,-1.568848711306434346e-04
6.360614623999999822e+02,1.572175110604531412e+01,-8.532337573449863197e-05
6.350336303999999927e+02,1.574719750464415746e+01,9.987334303382882457e-05
6.340054932000000463e+02,1.577273400192047248e+01,-1.519927092223767541e-04
6.329769896999999901e+02,1.579836259883555805e+01,-3.767082131829865350e-05
6.319482421999999815e+02,1.582408072722383530e+01,2.406767060127492372e-04
6.310662231000000020e+02,1.584619748919025994e+01,1.277410185383028192e-04
6.300369263000000046e+02,1.587208555969364632e+01,4.509604191031789519e-04
6.290073853000000099e+02,1.589806452786016244e+01,4.205604415507983103e-04
6.279774780000000192e+02,1.592413796725366026e+01,3.486481755993939800e-04
6.269472656000000370e+02,1.595030483214535799e+01,2.618831013238739598e-04
6.260640259000000469e+02,1.597280723105671640e+01,4.257224565388988222e-04
6.250332641999999623e+02,1.599914848180011617e+01,6.342157386937709047e-04
6.240022582999999941e+02,1.602558302792603939e+01,9.659037811285994639e-04
6.229709473000000344e+02,1.605211293293965724e+01,5.798013560257018811e-04
6.219392699999999650e+02,1.607874029244045033e+01,8.220914257401207292e-04
6.210548095999999987e+02,1.610163844708111114e+01,8.065515973463821802e-04
6.200226440000000139e+02,1.612844320569685408e+01,6.247439914351064078e-04
6.189901733000000377e+02,1.615534532105309395e+01,9.544933675933116356e-04
6.179574585000000297e+02,1.618234372358497808e+01,1.081849350051388662e-03
6.170719604000000800e+02,1.620556538254918166e+01,1.192398807456096239e-03
6.160386962999999696e+02,1.623274651423873749e+01,1.174073463094721511e-03
6.150051270000000159e+02,1.626002704852247405e+01,1.452224692390098821e-03
6.139712524000000258e+02,1.628740753074385950e+01,1.929326456086373834e-03
6.129370728000000099e+02,1.631488849959476539e+01,2.468491965049729540e-03
6.120504150000000436e+02,1.633852335513897103e+01,2.652157659687163441e-03
6.110156859999999597e+02,1.636619194748463713e+01,3.107570208449146002e-03
6.099807129000000714e+02,1.639396097043382383e+01,3.346273853424369237e-03
6.089454345999999987e+02,1.642183261718471243e+01,3.578254963928484238e-03
6.080578613000000132e+02,1.644580332967072422e+01,4.076061675780505086e-03
6.070220337000000654e+02,1.647386658939988280e+01,4.294713627975562525e-03
6.059859009000000469e+02,1.650203409872765903e+01,4.990581928748263202e-03
6.049495239000000311e+02,1.653030476911827407e+01,5.246896164688989901e-03
6.040609740999999531e+02,1.655462019359744019e+01,5.669280251422089377e-03
6.030240479000000278e+02,1.658308658638819111e+01,6.340472870407898309e-03
6.019868774000000258e+02,1.661165778760877743e+01,7.059282337243137119e-03
6.009494019000001117e+02,1.664033605555369633e+01,8.153497582942771313e-03
6.000598755000000892e+02,1.666500362429248838e+01,8.979644577094035920e-03
5.990219115999999531e+02,1.669388015087760735e+01,9.619736000228976819e-03
5.979835815000000139e+02,1.672286716453936606e+01,1.045536641182173015e-02
5.969450073000000430e+02,1.675196186869925796e+01,1.146843933045775879e-02
5.960546264999999266e+02,1.677698579192221118e+01,1.284200130785208456e-02
5.950155029000000013e+02,1.680628479638223638e+01,1.429479724313725483e-02
5.939761352999998962e+02,1.683569323024955011e+01,1.562250327676225313e-02
5.929364624000000958e+02,1.686521344888031848e+01,1.726374542563504505e-02
5.920451050000000350e+02,1.689060498186197989e+01,1.888475709997851359e-02
5.910049437999999782e+02,1.692033223225297789e+01,2.080506862333653464e-02
5.899644775000000436e+02,1.695017307207280055e+01,2.253352596591582171e-02
5.890724486999999954e+02,1.697584061530732313e+01,2.447930048571753461e-02
5.880314941000000317e+02,1.700589186180461709e+01,2.618998630358720936e-02
5.869902343999999630e+02,1.703605854741627113e+01,2.820301152079030330e-02
5.859486693999999716e+02,1.706634134051333263e+01,3.087643934977817375e-02
5.850557251000000178e+02,1.709238893148299709e+01,3.324968040785823004e-02
5.840136718999999630e+02,1.712288681096542931e+01,3.562253441375524271e-02
5.829713745000000245e+02,1.715350090487161694e+01,3.850111505692509206e-02
5.819287719999999808e+02,1.718423367456387041e+01,4.099725820672865673e-02
5.810349121000000423e+02,1.721066977517339325e+01,4.348652539355787189e-02
5.799918212999999696e+02,1.724162243803005978e+01,4.679241320253874070e-02
5.789484253000000535e+02,1.727269574110714601e+01,4.891244424685958075e-02
5.780538940000000139e+02,1.729942502558420614e+01,5.189510398991160900e-02
5.770100098000000344e+02,1.733072187684602383e+01,5.458059890495073341e-02
5.759658812999999782e+02,1.736213953755250117e+01,5.748951074448538368e-02
5.750706787000000304e+02,1.738916688050574422e+01,5.985799535339163258e-02
5.740260009999999511e+02,1.742081366101742290e+01,6.256403539301574890e-02
5.729810790999999881e+02,1.745258327850428515e+01,6.565869333739446367e-02
5.719359130999999934e+02,1.748447644386959965e+01,6.851838479280973615e-02
5.710397948999999471e+02,1.751191438724720228e+01,7.020010547038441073e-02
5.699940795999999636e+02,1.754404187323773101e+01,7.347023909087442572e-02
5.689481200999999828e+02,1.757629500250808618e+01,7.541714168593709189e-02
5.680513915999999881e+02,1.760404102141803406e+01,7.720400535406621301e-02
5.670048828000000185e+02,1.763653242387915299e+01,7.953385875252050319e-02
5.659581908999999769e+02,1.766914970184947009e+01,8.136879202154281843e-02
5.650607300000000350e+02,1.769721282878744617e+01,8.296544706128834712e-02
5.640135497999999643e+02,1.773007049838787452e+01,8.513305924355814291e-02
5.629660033999999769e+02,1.776306196041251084e+01,8.677875254254134585e-02
5.620679321000000073e+02,1.779144375420595026e+01,8.766259277546231687e-02
5.610199585000000297e+02,1.782467780065617546e+01,8.828876466597411488e-02
5.599717407000000549e+02,1.785804402825644033e+01,9.002445395930330774e-02
5.590729979999999841e+02,1.788675188351700740e+01,9.000984101976614027e-02
5.580242309999999861e+02,1.792036876620865016e+01,9.059248856948159956e-02
5.569752197000000251e+02,1.795412012294951865e+01,9.175458788534836263e-02
5.559259643999999980e+02,1.798800674977072589e+01,9.258053925318524002e-02
5.550263671999999815e+02,1.801716205024286310e+01,9.228805638310819126e-02
5.539766234999999597e+02,1.805130320629855945e+01,9.241073078955983067e-02
5.529266357000000198e+02,1.808558198202930001e+01,9.220418703889009249e-02
5.520263671999999815e+02,1.811507673215360370e+01,9.267286999528237534e-02
5.509758911000000126e+02,1.814961445960080866e+01,9.252326306422622992e-02
5.499251099000000522e+02,1.818429422475076507e+01,9.267583403203258352e-02
5.490242919999999458e+02,1.821413031392789605e+01,9.283429984759140885e-02
5.479730224999999564e+02,1.824907356639076283e+01,9.264279130348981872e-02
5.470717773000000079e+02,1.827913706196592614e+01,9.256201017586590529e-02
5.460200194999999894e+02,1.831434680574015061e+01,9.277000280250495556e-02
5.449680176000000529e+02,1.834970067425108908e+01,9.337149401847784358e-02
5.440661621000000423e+02,1.838011752357792616e+01,9.340705362520959620e-02
5.430136718999999630e+02,1.841574258160036592e+01,9.356189311151699717e-02
5.419609375000000000e+02,1.845151432154646898e+01,9.364915698261108701e-02
5.410584106000000020e+02,1.848229286170900565e+01,9.372977253710969292e-02
5.400052490000000489e+02,1.851833851340952108e+01,9.454719622225594977e-02
5.389517822000000251e+02,1.855453554523935722e+01,9.522454243200623170e-02
5.380486449999999650e+02,1.858568011076396331e+01,9.554976166478279520e-02
5.369946899000000258e+02,1.862215807359699582e+01,9.606538004615994275e-02
5.359405517999999802e+02,1.865878587916921916e+01,9.672323674334119825e-02
5.350367432000000463e+02,1.869030515584971397e+01,9.758352242122111941e-02
5.339821167000000059e+02,1.872721892223623996e+01,9.830432668695614218e-02
5.329272461000000476e+02,1.876428738290399068e+01,9.869150821706798582e-02
5.320228270999999722e+02,1.879618597290071236e+01,9.964532515332641394e-02
5.309674682999999504e+02,1.883354555038377143e+01,1.001672357579567602e-01
5.300626830999999584e+02,1.886569328275733781e+01,1.009810827857891696e-01
5.290068969999999808e+02,1.890334522424950592e+01,1.012162315163133569e-01
5.279508057000000463e+02,1.894115870652226263e+01,1.018519493642364021e-01
5.270454101999999921e+02,1.897369715487183583e+01,1.021279233158071814e-01
5.259888306000000284e+02,1.901181055231327477e+01,1.026051091744827198e-01
5.249320678999999927e+02,1.905008402326262384e+01,1.027102231619595046e-01
5.240260620000000245e+02,1.908302034031276762e+01,1.029310487059158091e-01
5.229688109999999597e+02,1.912159920374295652e+01,1.027885122473632257e-01
5.220624390000000403e+02,1.915479692267230760e+01,1.024634171944306532e-01
5.210046996999999465e+02,1.919368482809868581e+01,1.024205883718835031e-01
5.199467773000000079e+02,1.923273772736585130e+01,1.019305530941396337e-01
5.190397338999999874e+02,1.926634773191879546e+01,1.014409234705527657e-01
5.179813842999999451e+02,1.930571310687931330e+01,1.007087517207823635e-01
5.170739746000000423e+02,1.933959257519359198e+01,9.996440940175736756e-02
5.160150757000000112e+02,1.937927876706800490e+01,9.894841492310076092e-02
5.149559937000000218e+02,1.941913507627943147e+01,9.820405604676323008e-02
5.140480347000000165e+02,1.945343494180661637e+01,9.717397846257043448e-02
5.129884643999999980e+02,1.949361573207336917e+01,9.611621494049152337e-02
5.119286804000000757e+02,1.953397100585653945e+01,9.493452682374202423e-02
5.110200806000000284e+02,1.956870263935377707e+01,9.401038286955773482e-02
5.099598389000000793e+02,1.960938732267687001e+01,9.248711561733820308e-02
5.090508727999999223e+02,1.964440203195345802e+01,9.143801223645013632e-02
5.079901732999999808e+02,1.968542016283132767e+01,9.024189325503986780e-02
5.069292602999999531e+02,1.972661825455097073e+01,8.918908070277627165e-02
5.060196837999999957e+02,1.976207708938139973e+01,8.783119249971155229e-02
5.049583129999999755e+02,1.980361495702319630e+01,8.635957150569906204e-02
5.040484008999999332e+02,1.983936459701999411e+01,8.560218930295018791e-02
5.029865722999999775e+02,1.988124644018454390e+01,8.475717068957530631e-02
5.019245300000000043e+02,1.992331396913396446e+01,8.346656829319311355e-02
5.010140076000000136e+02,1.995952178643238284e+01,8.264716584251510789e-02
4.999515076000000136e+02,2.000193988413927570e+01,8.118061177506710746e-02
4.990406189000000268e+02,2.003844901852336946e+01,8.075479075584703070e-02
4.979776917000000367e+02,2.008122083915430878e+01,8.002249482623263743e-02
4.970664368000000195e+02,2.011803505458487962e+01,7.907591399116455089e-02
4.960030517999999802e+02,2.016116627450153942e+01,7.801655257730355508e-02
4.949394531000000370e+02,2.020449155420137899e+01,7.728459607259602349e-02
4.940276183999999375e+02,2.024178330836412343e+01,7.653436718447484410e-02
4.929635925000000043e+02,2.028547371883249184e+01,7.584373267575128530e-02
4.920513916000000449e+02,2.032308041540756705e+01,7.474368672243875134e-02
4.909869080000000281e+02,2.036714184647872372e+01,7.404285213133611487e-02
4.900743408000000159e+02,2.040506749175226275e+01,7.308150934091807438e-02
4.890094604000000231e+02,2.044950212582840265e+01,7.213664235438123351e-02
4.879443358999999987e+02,2.049414095883554765e+01,7.135766769368766249e-02
4.870311889999999835e+02,2.053256593388313789e+01,7.042100963379449574e-02
4.859656372000000033e+02,2.057758663270358568e+01,6.968665215208570685e-02
4.850521239999999921e+02,2.061634101822838261e+01,6.849378284884752310e-02
4.839861450000000218e+02,2.066174848868865865e+01,6.716697511054489644e-02
4.830722655999999802e+02,2.070083652510975369e+01,6.623966437587404388e-02
4.820058594000000198e+02,2.074663576174775415e+01,6.513316884927781991e-02
4.809392394999999851e+02,2.079264734230528688e+01,6.433912175584362292e-02
4.800248108000000116e+02,2.083225653135344047e+01,6.301045943185322462e-02
4.789577636999999868e+02,2.087866771956869272e+01,6.169299074011665857e-02
4.780429687999999260e+02,2.091862165675681240e+01,6.077246905919782283e-02
4.769754944000000023e+02,2.096543767427561988e+01,5.950823212724671435e-02
4.760603332999999679e+02,2.100574087045029614e+01,5.873049937611581756e-02
4.749924621999999772e+02,2.105296566956763016e+01,5.754626537809968273e-02
4.739243469000000459e+02,2.110041415979424428e+01,5.607017769899495102e-02
4.730086364999999660e+02,2.114126303061699019e+01,5.525306860278676735e-02
4.719401245000000813e+02,2.118912862218393300e+01,5.413890231220942068e-02
4.710240784000000076e+02,2.123033717080566163e+01,5.310413451920521083e-02
4.699551392000000192e+02,2.127862675791332236e+01,5.195904089678208410e-02
4.690387268000000063e+02,2.132020114463605864e+01,5.152487432530923617e-02
4.679693604000000278e+02,2.136892037430063951e+01,5.042210449406419465e-02
4.670526123000000212e+02,2.141086407964835558e+01,4.973235589045935795e-02
4.659828491000000099e+02,2.146001729315577933e+01,4.859264381131951638e-02
4.650657348999999954e+02,2.150233665817206230e+01,4.804451265763576284e-02
4.639955749999999739e+02,2.155192967088102307e+01,4.720031368679257489e-02
4.629252013999999917e+02,2.160176194719478104e+01,4.661210657490338916e-02
4.620075378000000228e+02,2.164466849960559003e+01,4.601279278443189125e-02
4.609367371000000162e+02,2.169495116166126891e+01,4.532729560418794629e-02
4.600187682999999765e+02,2.173824350027068419e+01,4.482236584592014933e-02
4.589475708000000509e+02,2.178898121754695083e+01,4.418375848582173360e-02
4.580292357999999808e+02,2.183266747707461519e+01,4.381541650486374395e-02
4.569576111000000083e+02,2.188386790610127974e+01,4.366294903137299399e-02
4.560389404000000013e+02,2.192795201047704268e+01,4.277539135953251775e-02
4.549669494999999984e+02,2.197961854369819434e+01,4.248530947201289293e-02
4.540479125999999610e+02,2.202410741795358362e+01,4.213398973625491484e-02
4.529755248999999822e+02,2.207624794343496788e+01,4.206903861620592266e-02
4.520561523000000648e+02,2.212114567874226267e+01,4.169324112188586146e-02
4.509833679000000188e+02,2.217376673238507578e+01,4.198239158834575491e-02
4.500636597000000165e+02,2.221907897799551890e+01,4.183754520689853679e-02
4.489904784999999947e+02,2.227218722634894377e+01,4.200520105876678206e-02
4.480704345999999987e+02,2.231791974609341977e+01,4.182734510785101473e-02
4.469968567000000235e+02,2.237152196958614425e+01,4.225174209818285259e-02
4.460764771000000337e+02,2.241768062958906427e+01,4.262421131154547904e-02
4.450025024000000258e+02,2.247178374518731658e+01,4.307620735832180109e-02
4.439283447000000251e+02,2.252615792478366430e+01,4.340311971520821599e-02
4.430074463000000833e+02,2.257298400629614576e+01,4.401753495261027244e-02
4.419328613000000132e+02,2.262787150650840218e+01,4.487661596932455282e-02
4.410116577000000007e+02,2.267513755113145280e+01,4.611798958625205197e-02
4.399366759999999772e+02,2.273054406584642351e+01,4.683198412381898990e-02
4.390151367000000278e+02,2.277825788688802433e+01,4.823994142884234504e-02
4.379397887999999739e+02,2.283418920989350553e+01,4.928519495675980078e-02
4.370179137999999739e+02,2.288235718542300390e+01,5.062644593325844877e-02
4.359421692000000235e+02,2.293882240929125516e+01,5.242109214945284840e-02
4.350199584999999729e+02,2.298745104588115140e+01,5.400644590663238043e-02
4.339438781999999719e+02,2.304445459970542487e+01,5.614392144095962933e-02
4.330213317999999845e+02,2.309355051500952527e+01,5.798645925582523314e-02
4.319448242000000278e+02,2.315110504801367597e+01,5.984181763669742943e-02
4.310219726999999921e+02,2.320067336093838151e+01,6.206876339291178546e-02
4.299450989000000050e+02,2.325878356465665320e+01,6.413329002517415001e-02
4.290219116000000099e+02,2.330883278829714556e+01,6.637260509395490060e-02
4.279446715999999924e+02,2.336750674476676792e+01,6.898607008777987715e-02
4.270211792000000059e+02,2.341804221217887516e+01,7.093553095431286148e-02
4.259435730000000149e+02,2.347728815243797484e+01,7.379323119843127221e-02
4.250197143999999980e+02,2.352832036066136823e+01,7.574900917974769499e-02
4.239417419000000109e+02,2.358814669955008725e+01,7.804362589462601751e-02
4.230176086000000168e+02,2.363967786848294139e+01,8.025159963763013604e-02
4.219392394999999851e+02,2.370009485690415474e+01,8.263546721222911340e-02
4.210147704999999974e+02,2.375213579353506432e+01,8.421558016328185847e-02
4.199360351999999921e+02,2.381315048430499814e+01,8.594546567407751470e-02
4.190112609999999904e+02,2.386570703645122293e+01,8.773180778686191783e-02
4.179321593999999891e+02,2.392732833567150408e+01,8.925110922936169144e-02
4.170070800999999960e+02,2.398040819259461642e+01,9.054694412543366766e-02
