# wavenlength / nm,  wavenumber / cm-1,  norm. intensity for wavelength, norm. intensity for wavenumber
5.270000000000000000e+02,1.897533206831119656e+01,8.395838135084470039e-07,2.331767729418874890e-01
5.275000000000000000e+02,1.895734597156398138e+01,8.284082645580607689e-07,2.305097771649338989e-01
5.280000000000000000e+02,1.893939393939393767e+01,8.102695422248673903e-07,2.258901840596174437e-01
5.285000000000000000e+02,1.892147587511825790e+01,8.089027130314813477e-07,2.259364368079273822e-01
5.290000000000000000e+02,1.890359168241965904e+01,7.833171916802007857e-07,2.192042662369790562e-01
5.295000000000000000e+02,1.888574126534466302e+01,7.807347729877892060e-07,2.188948034862797098e-01
5.300000000000000000e+02,1.886792452830188793e+01,7.688114339501170922e-07,2.159591317965878776e-01
5.305000000000000000e+02,1.885014137606032136e+01,7.590348621258164701e-07,2.136153710067840716e-01
5.310000000000000000e+02,1.883239171374764709e+01,7.526429674663747636e-07,2.122159637497864904e-01
5.315000000000000000e+02,1.881467544684854332e+01,7.350485754700896008e-07,2.076455259438404199e-01
5.320000000000000000e+02,1.879699248120300581e+01,7.191770588566990030e-07,2.035443679058583921e-01
5.325000000000000000e+02,1.877934272300469587e+01,7.114894103577753921e-07,2.017472691157619347e-01
5.330000000000000000e+02,1.876172607879924925e+01,6.792953157844111134e-07,1.929803269658775799e-01
5.335000000000000000e+02,1.874414245548266322e+01,7.021489872451298018e-07,1.998472245849301498e-01
5.340000000000000000e+02,1.872659176029962680e+01,6.968990305034012381e-07,1.987249399422278684e-01
5.345000000000000000e+02,1.870907390084190780e+01,6.635254756531671796e-07,1.895627590207222546e-01
5.350000000000000000e+02,1.869158878504672927e+01,6.550668688877678962e-07,1.874965145474013772e-01
5.355000000000000000e+02,1.867413632119514588e+01,6.294584970764560265e-07,1.805036759862687912e-01
5.360000000000000000e+02,1.865671641791044877e+01,6.415066336605528674e-07,1.843022898241422070e-01
5.365000000000000000e+02,1.863932898415657036e+01,6.171437373201995598e-07,1.776338704862820139e-01
5.370000000000000000e+02,1.862197392923649986e+01,6.130187148252092623e-07,1.767755937754307560e-01
5.375000000000000000e+02,1.860465116279069875e+01,6.160596364607809754e-07,1.779834793462475029e-01
5.380000000000000000e+02,1.858736059479553759e+01,6.080017586231592436e-07,1.759824610229216990e-01
5.385000000000000000e+02,1.857010213556174705e+01,5.965638481615878123e-07,1.729929269585555873e-01
5.390000000000000000e+02,1.855287569573283690e+01,5.739035615936531235e-07,1.667310366177497116e-01
5.395000000000000000e+02,1.853568118628359684e+01,5.841820636825680537e-07,1.700321775009641934e-01
5.400000000000000000e+02,1.851851851851851904e+01,5.564237179417602805e-07,1.622531561518172905e-01
5.405000000000000000e+02,1.850138760407030603e+01,5.683789345327680098e-07,1.660463640291364729e-01
5.410000000000000000e+02,1.848428835489833588e+01,5.656263543313539146e-07,1.655480870120550063e-01
