Wavelength,S1 / R1,S1/R1c,S1c / R1,S1c / R1c,S1,R1
nm,Undefined / MicroAmps, ,Undefined / MicroAmps,Undefined / MicroAmps,CPS,MicroAmps
551,101.053803855412,83.4206163629295,227.460412797005,187.770149264661,1102.5,10.9099794669529
551.5,101.74498670901,83.9911926051574,230.14449154763,189.985874899929,1110.5,10.9144616447471
552,99.6932231146934,82.2974475194816,226.291295410429,186.805034748751,1088.5,10.918543532619
552.5,92.4632869304936,76.3290850260366,209.964345367781,173.327024184862,1009.5,10.917841057634
553,92.3363461833838,76.2242945583703,210.600248736695,173.851966828861,1008,10.9166253990485
553.5,88.4329994559692,73.0020547469422,202.093701352703,166.829752930725,965.5,10.9178648552418
554,82.5831647334239,68.1729755875449,188.766876627787,155.828366636509,901.5,10.9165155601798
554.5,89.074908932078,73.5319554741115,205.460787288679,169.609305737346,972.5,10.9176400078267
555,82.8309314114241,68.3775086996536,191.045172685445,157.709115842734,904,10.9139036155649
555.5,81.9251005313694,67.629739021999,189.742265075144,156.633556568679,894.5,10.9185815910912
556,77.8828847151577,64.2928618140629,180.64570632831,149.12428419603,850.5,10.9203016777841
556.5,75.3767946081261,62.2240670392642,175.272293254272,144.688494413686,823,10.9183909630369
557,70.9923765421646,58.6046994993882,165.142279084161,136.32609741728,775,10.9166620811779
557.5,72.6923864722219,60.0080694941624,170.197198098837,140.498968143376,793.5,10.9158968071198
558,66.9619009575099,55.2775139340758,156.535863238967,129.221441411367,731,10.9167055748308
558.5,68.9488936211631,56.9177901669996,162.316963732771,133.993779987945,753,10.9209551354344
559,64.6081062609401,53.3344400774936,152.014082188373,125.488679774422,705.5,10.9197455071224
559.5,65.3878424704112,53.9781177295257,154.718150834305,127.72090720699,714,10.9191937981306
560,60.92046283806,50.290264840869,143.941806456561,118.824960138863,665,10.9158834556792
560.5,63.4844885597015,52.4068858675824,151.287308185156,124.888722791193,693,10.9160604393241
561,60.0489432785481,49.5708193964317,143.113583089156,118.141256001471,655.5,10.9161811699166
561.5,55.1911871699746,45.5607080175687,131.139537526391,108.256598293456,602.5,10.9166957817398
562,58.0176253201093,47.8939523250595,139.201282055739,114.911624348298,633.5,10.9191172295261
562.5,53.8298436624967,44.4369095048678,128.836032754343,106.355039118562,587.5,10.9140027549705
563,53.9856738073444,44.5655483708497,129.882245237924,107.21869478413,589.5,10.9195643120516
563.5,53.581231831748,44.2316787133,129.432592861437,106.8475036269,585,10.9180096581002
564,53.0366148788218,43.7820936391963,128.598250631218,106.158748325792,579,10.9169629417776
564.5,49.1476426927965,40.5717201114397,118.76251666409,98.0392816791572,536.5,10.9161951256052
565,48.2710439438685,39.8480817608916,116.96377275176,96.5544060968355,527,10.9174983208131
565.5,48.2859995642745,39.8604277293238,117.574718334329,97.0587459150084,527,10.9141944663988
566,45.1730058802492,37.2906298400048,109.660111398584,90.5251829647723,493,10.9135879783536
566.5,45.534348506676,37.5889206857196,111.185190994917,91.7841467550974,497,10.9149238243187
567,42.776200621176,35.3120504655967,104.132251581004,85.9618963238237,467,10.9172962913914
567.5,40.9817378506483,33.8307089955425,99.6720648032322,82.2799811865386,447.5,10.9194939781883
568,43.1602812432495,35.6291116845121,106.19735379171,87.6666525298947,471,10.9127795646465
568.5,39.711052436006,32.7817493676149,97.0745048439659,80.1356774139493,433.5,10.9163614952364
569,39.6204875846987,32.7069874543703,97.2809123065545,80.3060682067164,432.5,10.9160913444759
569.5,39.1045147314841,32.2810482833591,96.2901157024567,79.4881587342299,427,10.9194863732078
570,37.1404989274547,30.6597396075067,91.1771493563308,75.2673695331918,405.5,10.9179069817072
